manufacturer,range,model,capcode,derivative,introduced,discontinued,doors,drivetrain,transmission,fueltype,bodystyle
"ALFA ROMEO","GIULIETTA","GIULIETTA DIESEL HATCHBACK","ALGI16SPO5HDTM","1.6 JTDM-2 120 Sport 5dr","Sun Oct 01 00:00:00 BST 2017","Sun Mar 31 00:00:00 GMT 2019","5","F","M","D","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA DIESEL HATCHBACK","ALGI16SUP5HDTM","1.6 JTDM-2 120 Super 5dr","Fri Apr 01 00:00:00 BST 2016","","5","F","M","D","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA DIESEL HATCHBACK","ALGI16SUL5HDTM","1.6 JTDM-2 120 Super 5dr [Lusso]","Fri Apr 01 00:00:00 BST 2016","Sun Mar 31 00:00:00 GMT 2019","5","F","M","D","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA DIESEL HATCHBACK","ALGI16SUP5HDTA","1.6 JTDM-2 120 Super 5dr TCT","Fri Apr 01 00:00:00 BST 2016","","5","F","A","D","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA DIESEL HATCHBACK","ALGI16SUL5HDTA","1.6 JTDM-2 120 Super 5dr TCT [Lusso]","Fri Apr 01 00:00:00 BST 2016","Sun Mar 31 00:00:00 GMT 2019","5","F","A","D","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA DIESEL HATCHBACK","ALGI16TEC5HDTM","1.6 JTDM-2 120 Tecnica 5dr","Fri Apr 01 00:00:00 BST 2016","Fri Aug 31 00:00:00 BST 2018","5","F","M","D","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA DIESEL HATCHBACK","ALGI16TEC5HDTA","1.6 JTDM-2 120 Tecnica 5dr TCT","Fri Apr 01 00:00:00 BST 2016","Fri Aug 31 00:00:00 BST 2018","5","F","A","D","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA DIESEL HATCHBACK","ALGI16EX25HDTM","1.6 JTDM-2 120 Exclusive 5dr","Mon Jun 01 00:00:00 BST 2015","Mon Feb 29 00:00:00 GMT 2016","5","F","M","D","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA DIESEL HATCHBACK","ALGI20   5HDTM","2.0 JTDM-2 5dr","Fri Apr 01 00:00:00 BST 2016","Fri Aug 31 00:00:00 BST 2018","5","F","M","D","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA DIESEL HATCHBACK","ALGI20SUP5HDTM","2.0 JTDM-2 Super 5dr","Fri Apr 01 00:00:00 BST 2016","Fri Aug 31 00:00:00 BST 2018","5","F","M","D","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA DIESEL HATCHBACK","ALGI20SUL5HDTM","2.0 JTDM-2 Super 5dr [Lusso]","Fri Apr 01 00:00:00 BST 2016","Fri Aug 31 00:00:00 BST 2018","5","F","M","D","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA DIESEL HATCHBACK","ALGI20SPE5HDTA","2.0 JTDM-2 175 Speciale 5dr TCT","Fri Apr 01 00:00:00 BST 2016","Fri Aug 31 00:00:00 BST 2018","5","F","A","D","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA DIESEL HATCHBACK","ALGI20TEC5HDTA","2.0 JTDM-2 175 Tecnica 5dr TCT","Fri Apr 01 00:00:00 BST 2016","Fri Aug 31 00:00:00 BST 2018","5","F","A","D","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA DIESEL HATCHBACK","ALGI20SUL5HDTA","2.0 JTDM-2 175 Super 5dr TCT [Lusso]","Fri Apr 01 00:00:00 BST 2016","Fri Aug 31 00:00:00 BST 2018","5","F","A","D","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA DIESEL HATCHBACK","ALGI20TEC5HDTM","2.0 JTDM-2 150 Tecnica 5dr","Fri Apr 01 00:00:00 BST 2016","Fri Aug 31 00:00:00 BST 2018","5","F","M","D","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA DIESEL HATCHBACK","ALGI20VEN5HDTA","2.0 JTDM-2 170 Veloce 5dr TCT [Nav]","Fri Mar 01 00:00:00 GMT 2019","","5","F","A","D","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA DIESEL HATCHBACK","ALGI20SUP5HDTA","2.0 JTDM-2 175 Super 5dr TCT","Fri Apr 01 00:00:00 BST 2016","Fri Aug 31 00:00:00 BST 2018","5","F","A","D","Hatchback"
"LOTUS","ELISE","ELISE CONVERTIBLE","LSEL18C252VPSM  2","1.8 Cup 250 2dr","Wed Jun 01 00:00:00 BST 2016","","2","R","M","P","Sports"
"LOTUS","ELISE","ELISE CONVERTIBLE","LSEL18C2R2VPSM  2","1.8 Cup 250 R 2dr","Thu Mar 16 00:00:00 GMT 2017","Sat Jun 30 00:00:00 BST 2018","2","R","M","P","Sports"
"LOTUS","ELISE","ELISE CONVERTIBLE","LSEL16SNT2VPIM  2","1.6 Sprint 2dr","Thu Mar 16 00:00:00 GMT 2017","Fri Jun 15 00:00:00 BST 2018","2","R","M","P","Sports"
"LOTUS","ELISE","ELISE CONVERTIBLE","LSEL18S222VPSM  2","1.8 Sport 220 2dr","Fri Jan 01 00:00:00 GMT 2016","","2","R","M","P","Sports"
"LOTUS","ELISE","ELISE CONVERTIBLE","LSEL18SN22VPIM  2","1.8 Sprint 220 2dr","Thu Mar 16 00:00:00 GMT 2017","Tue Jan 01 00:00:00 GMT 2019","2","R","M","P","Sports"
"NISSAN","LEAF","LEAF HATCHBACK","NILE00T365HE A","80kW Tekna 30kWh 5dr Auto [6.6kW Charger]","Tue Dec 15 00:00:00 GMT 2015","Sun Dec 31 00:00:00 GMT 2017","5","F","A","E","Hatchback"
"NISSAN","LEAF","LEAF HATCHBACK","NILE00TX65HE A","80kW Tekna Flex 30kWh 5dr Auto [6.6kW Charger]","Tue Dec 15 00:00:00 GMT 2015","Sun Dec 31 00:00:00 GMT 2017","5","F","A","E","Hatchback"
"NISSAN","LEAF","LEAF HATCHBACK","NILE00TF35HE A","80kW Tekna Flex 30kWh 5dr Auto","Tue Dec 15 00:00:00 GMT 2015","Sun Dec 31 00:00:00 GMT 2017","5","F","A","E","Hatchback"
"NISSAN","LEAF","LEAF HATCHBACK","NILE00ACP5HE A","80kW Acenta+ 5dr Auto [6.6kW Charger]","Wed Jul 01 00:00:00 BST 2015","Thu Mar 31 00:00:00 BST 2016","5","F","A","E","Hatchback"
"NISSAN","LEAF","LEAF HATCHBACK","NILE00AFC5HE A","80kW Acenta+ Flex 5dr Auto [6.6kW Charger]","Tue Dec 15 00:00:00 GMT 2015","Thu Mar 31 00:00:00 BST 2016","5","F","A","E","Hatchback"
"NISSAN","LEAF","LEAF HATCHBACK","NILE00A365HE A","80kW Acenta 30kWh 5dr Auto [6.6kW Charger]","Tue Dec 15 00:00:00 GMT 2015","Sun Dec 31 00:00:00 GMT 2017","5","F","A","E","Hatchback"
"NISSAN","LEAF","LEAF HATCHBACK","NILE00A3K5HE A","80kW Acenta 30kWh 5dr Auto","Tue Dec 15 00:00:00 GMT 2015","Sun Dec 31 00:00:00 GMT 2017","5","F","A","E","Hatchback"
"NISSAN","LEAF","LEAF HATCHBACK","NILE00AX65HE A","80kW Acenta Flex 30kWh 5dr Auto [6.6kW Charger]","Tue Dec 15 00:00:00 GMT 2015","Sun Dec 31 00:00:00 GMT 2017","5","F","A","E","Hatchback"
"NISSAN","LEAF","LEAF HATCHBACK","NILE00AF35HE A","80kW Acenta Flex 30kWh 5dr Auto","Tue Dec 15 00:00:00 GMT 2015","Sun Dec 31 00:00:00 GMT 2017","5","F","A","E","Hatchback"
"NISSAN","LEAF","LEAF HATCHBACK","NILE00T3K5HE A","80kW Tekna 30kWh 5dr Auto","Tue Dec 15 00:00:00 GMT 2015","Sun Dec 31 00:00:00 GMT 2017","5","F","A","E","Hatchback"
"MERCEDES-BENZ","G CLASS","G CLASS DIESEL STATION WAGON","MEGC30G355WDTA4 1","G350d 5dr Tip Auto","Thu Oct 01 00:00:00 BST 2015","Fri Sep 01 00:00:00 BST 2017","5","4","A","D","4x4"
"MERCEDES-BENZ","G CLASS","G CLASS DIESEL STATION WAGON","MEGC30ANE5WDTA4 1","G350d Night Edition 5dr Tip Auto","Fri Sep 01 00:00:00 BST 2017","Fri Jun 01 00:00:00 BST 2018","5","4","A","D","4x4"
"MERCEDES-BENZ","G CLASS","G CLASS AMG STATION WAGON","MEGC55G675WPIA4 1","G63 [571] 5dr Tip Auto","Thu Oct 01 00:00:00 BST 2015","Fri Jun 01 00:00:00 BST 2018","5","4","A","P","4x4"
"LOTUS","ELISE","ELISE CONVERTIBLE SPECIAL EDITIONS","LSEL182SE2VPSM  2","1.8 Special Edition 250 2dr","Thu Dec 01 00:00:00 GMT 2016","Sat Jun 30 00:00:00 BST 2018","2","R","M","P","Sports"
"LOTUS","ELISE","ELISE CONVERTIBLE SPECIAL EDITIONS","LSEL182AE2VPSM  2","1.8 20th Anniversary Edition 2dr","Fri May 01 00:00:00 BST 2015","Thu Dec 31 00:00:00 GMT 2015","2","R","M","P","Sports"
"KIA","SPORTAGE","SPORTAGE ESTATE SPECIAL EDITION","KISP16AXE5EPIM  3","1.6 GDi ISG Axis Edition 5dr","Sat Aug 01 00:00:00 BST 2015","Mon Feb 01 00:00:00 GMT 2016","5","F","M","P","4x4"
"KIA","SPORTAGE","SPORTAGE ESTATE SPECIAL EDITION","KISP17ANE5EDTM  3","1.7 CRDi ISG Alpine Edition 5dr","Sun Feb 01 00:00:00 GMT 2015","Sun May 31 00:00:00 BST 2015","5","F","M","D","4x4"
"KIA","SPORTAGE","SPORTAGE ESTATE SPECIAL EDITION","KISP20ANE5EDTA4 3","2.0 CRDi ISG Alpine Edition 5dr Auto","Sun Feb 01 00:00:00 GMT 2015","Sun May 31 00:00:00 BST 2015","5","4","A","D","4x4"
"KIA","SPORTAGE","SPORTAGE ESTATE SPECIAL EDITION","KISP17AXE5EDTM  3","1.7 CRDi ISG Axis Edition 5dr","Sat Aug 01 00:00:00 BST 2015","Mon Feb 01 00:00:00 GMT 2016","5","F","M","D","4x4"
"SUZUKI","SWIFT","SWIFT HATCHBACK","SISW12SZD5HPIM4 4","1.2 Dualjet SZ4 4X4 [Nav] 5dr","Sun Feb 01 00:00:00 GMT 2015","Mon Oct 31 00:00:00 GMT 2016","5","4","M","P","Hatchback"
"VOLKSWAGEN","SHARAN","SHARAN ESTATE","VWSH14SEN5EPTA  3","1.4 TSI SE Nav 5dr DSG","Mon Nov 06 00:00:00 GMT 2017","","5","F","A","P","MPV"
"VOLKSWAGEN","SHARAN","SHARAN ESTATE","VWSH14SEN5EPTM  2","1.4 TSI BlueMotion Tech SE Nav 5dr","Mon Oct 19 00:00:00 BST 2015","Sun Dec 31 00:00:00 GMT 2017","5","F","M","P","MPV"
"VOLKSWAGEN","SHARAN","SHARAN ESTATE","VWSH14SEN5EPTM  3","1.4 TSI SE Nav 5dr","Mon Nov 06 00:00:00 GMT 2017","","5","F","M","P","MPV"
"VOLKSWAGEN","SHARAN","SHARAN ESTATE","VWSH14SE 5EPTA  3","1.4 TSI SE 5dr DSG","Mon Nov 06 00:00:00 GMT 2017","Sun Jul 07 00:00:00 BST 2019","5","F","A","P","MPV"
"VOLKSWAGEN","SHARAN","SHARAN ESTATE","VWSH14SE 5EPTM  3","1.4 TSI SE 5dr","Mon Nov 06 00:00:00 GMT 2017","Sun Jul 07 00:00:00 BST 2019","5","F","M","P","MPV"
"VOLKSWAGEN","SHARAN","SHARAN ESTATE","VWSH14 S 5EPTA  3","1.4 TSI S 5dr DSG","Mon Nov 06 00:00:00 GMT 2017","Sun Jul 07 00:00:00 BST 2019","5","F","A","P","MPV"
"VOLKSWAGEN","SHARAN","SHARAN ESTATE","VWSH14 S 5EPTM  3","1.4 TSI S 5dr","Mon Nov 06 00:00:00 GMT 2017","","5","F","M","P","MPV"
"VOLKSWAGEN","SHARAN","SHARAN ESTATE","VWSH14SEN5EPTA  2","1.4 TSI BlueMotion Tech SE Nav 5dr DSG","Mon Oct 19 00:00:00 BST 2015","Sun Dec 31 00:00:00 GMT 2017","5","F","A","P","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20SL15EDTM  2","2.0 TDI CR BlueMotion Tech 150 SEL 5dr","Mon Oct 19 00:00:00 BST 2015","Sun Dec 31 00:00:00 GMT 2017","5","F","M","D","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20SEN5EDTA  2","2.0 TDI CR BlueMotion Tech 150 SE Nav 5dr DSG","Mon Oct 19 00:00:00 BST 2015","Sun Dec 31 00:00:00 GMT 2017","5","F","A","D","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20SEN5EDTM  2","2.0 TDI CR BlueMotion Tech 150 SE Nav 5dr","Mon Oct 19 00:00:00 BST 2015","Sun Dec 31 00:00:00 GMT 2017","5","F","M","D","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20BTE5EDTA  2","2.0 TDI CR BlueMotion Tech 150 SE 5dr DSG","Mon Oct 19 00:00:00 BST 2015","Sun Dec 31 00:00:00 GMT 2017","5","F","A","D","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20BTE5EDTM  2","2.0 TDI CR BlueMotion Tech 150 SE 5dr","Mon Oct 19 00:00:00 BST 2015","Sun Dec 31 00:00:00 GMT 2017","5","F","M","D","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20B5S5EDTA  2","2.0 TDI CR BlueMotion Tech 150 S 5dr DSG","Mon Oct 19 00:00:00 BST 2015","Sun Dec 31 00:00:00 GMT 2017","5","F","A","D","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20B5S5EDTM  2","2.0 TDI CR BlueMotion Tech 150 S 5dr","Mon Oct 19 00:00:00 BST 2015","Sun Dec 31 00:00:00 GMT 2017","5","F","M","D","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20SL15EDTA  2","2.0 TDI CR BlueMotion Tech 150 SEL 5dr DSG","Mon Oct 19 00:00:00 BST 2015","Sun Dec 31 00:00:00 GMT 2017","5","F","A","D","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20BE85EDTM  2","2.0 TDI CR BlueMotion Tech 184 SE 5dr","Mon Oct 19 00:00:00 BST 2015","Fri May 18 00:00:00 BST 2018","5","F","M","D","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20BE85EDTA  2","2.0 TDI CR BlueMotion Tech 184 SE 5dr DSG","Mon Oct 19 00:00:00 BST 2015","Wed Oct 31 00:00:00 GMT 2018","5","F","A","D","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20BN85EDTM  2","2.0 TDI CR BlueMotion Tech 184 SE Nav 5dr","Mon Oct 19 00:00:00 BST 2015","Fri May 18 00:00:00 BST 2018","5","F","M","D","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20BN85EDTA  2","2.0 TDI CR BlueMotion Tech 184 SE Nav 5dr DSG","Mon Oct 19 00:00:00 BST 2015","Wed Oct 31 00:00:00 GMT 2018","5","F","A","D","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20BL85EDTM  2","2.0 TDI CR BlueMotion Tech 184 SEL 5dr","Mon Oct 19 00:00:00 BST 2015","Fri May 18 00:00:00 BST 2018","5","F","M","D","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20BL85EDTA  2","2.0 TDI CR BlueMotion Tech 184 SEL 5dr DSG","Mon Oct 19 00:00:00 BST 2015","Wed Oct 31 00:00:00 GMT 2018","5","F","A","D","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20S155EDTM  3","2.0 TDI SCR S 5dr","Mon Nov 06 00:00:00 GMT 2017","Thu Nov 01 00:00:00 GMT 2018","5","F","M","D","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20S  5EDTM  3","2.0 TDI SCR 150 S 5dr","Mon Nov 06 00:00:00 GMT 2017","","5","F","M","D","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20 S 5EDTA  3","2.0 TDI SCR 150 S 5dr DSG","Mon Nov 06 00:00:00 GMT 2017","","5","F","A","D","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20 SE5EDTM  3","2.0 TDI SCR 150 SE 5dr","Mon Nov 06 00:00:00 GMT 2017","Sun Jul 07 00:00:00 BST 2019","5","F","M","D","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20 SE5EDTA  3","2.0 TDI SCR 150 SE 5dr DSG","Mon Nov 06 00:00:00 GMT 2017","Sun Jul 07 00:00:00 BST 2019","5","F","A","D","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20SEN5EDTM  3","2.0 TDI SCR 150 SE Nav 5dr","Mon Nov 06 00:00:00 GMT 2017","","5","F","M","D","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20SEN5EDTA  3","2.0 TDI SCR 150 SE Nav 5dr DSG","Mon Nov 06 00:00:00 GMT 2017","","5","F","A","D","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20SL15EDTM  3","2.0 TDI SCR 150 SEL 5dr","Mon Nov 06 00:00:00 GMT 2017","","5","F","M","D","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20SL15EDTA  3","2.0 TDI SCR 150 SEL 5dr DSG","Mon Nov 06 00:00:00 GMT 2017","","5","F","A","D","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20SEI5EDTA  3","2.0 TDI SCR 177 SE 5dr DSG","Thu Nov 01 00:00:00 GMT 2018","Sun Jul 07 00:00:00 BST 2019","5","F","A","D","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20SN75EDTA  3","2.0 TDI SCR 177 SE Nav 5dr DSG","Thu Nov 01 00:00:00 GMT 2018","","5","F","A","D","MPV"
"VOLKSWAGEN","SHARAN","SHARAN DIESEL ESTATE","VWSH20SLT5EDTA  3","2.0 TDI SCR 177 SEL 5dr DSG","Thu Nov 01 00:00:00 GMT 2018","","5","F","A","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA ESTATE","SEAL14SLZ5EPTM  2","1.4 TSI SE L [EZ] 150 5dr","Tue Jul 03 00:00:00 BST 2018","","5","F","M","P","MPV"
"SEAT","ALHAMBRA","ALHAMBRA ESTATE","SEAL14SZ 5EPTM  2","1.4 TSI S [EZ] 150 5dr","Tue Jul 03 00:00:00 BST 2018","Fri Apr 19 00:00:00 BST 2019","5","F","M","P","MPV"
"SEAT","ALHAMBRA","ALHAMBRA ESTATE","SEAL14S  5EPTA  2","1.4 TSI S 5dr DSG","Sat Aug 01 00:00:00 BST 2015","Wed Jun 01 00:00:00 BST 2016","5","F","A","P","MPV"
"SEAT","ALHAMBRA","ALHAMBRA ESTATE","SEAL14SEZ5EPTM  2","1.4 TSI SE [EZ] 150 5dr","Tue Jul 03 00:00:00 BST 2018","","5","F","M","P","MPV"
"SEAT","ALHAMBRA","ALHAMBRA ESTATE","SEAL14SL 5EPTM  2","1.4 TSI SE L 5dr","Tue May 01 00:00:00 BST 2018","Thu May 10 00:00:00 BST 2018","5","F","M","P","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL20S5 5EDTM  2","2.0 TDI CR Ecomotive S [150] 5dr","Sat Aug 01 00:00:00 BST 2015","Mon Dec 31 00:00:00 GMT 2018","5","F","M","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL20SL55EDTA  2","2.0 TDI CR SE Lux [150] 5dr DSG","Sat Aug 01 00:00:00 BST 2015","Tue May 02 00:00:00 BST 2017","5","F","A","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL20SL55EDTM  2","2.0 TDI CR Ecomotive SE Lux [150] 5dr","Sat Aug 01 00:00:00 BST 2015","Tue May 02 00:00:00 BST 2017","5","F","M","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL20SLZ5EDTA  2","2.0 TDI SE L [EZ] 150 5dr DSG","Tue Jul 03 00:00:00 BST 2018","","5","F","A","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL20SL 5EDTA  2","2.0 TDI CR SE L [150] 5dr DSG","Tue May 01 00:00:00 BST 2018","Mon Dec 31 00:00:00 GMT 2018","5","F","A","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL20SLZ5EDTM  2","2.0 TDI Ecomotive SE L [EZ] 150 5dr","Tue Jul 03 00:00:00 BST 2018","","5","F","M","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL20SL 5EDTM  2","2.0 TDI CR Ecomotive SE L [150] 5dr","Tue May 01 00:00:00 BST 2018","Mon Dec 31 00:00:00 GMT 2018","5","F","M","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL20SEZ5EDTA  2","2.0 TDI SE [EZ] 150 5dr DSG","Tue Jul 03 00:00:00 BST 2018","","5","F","A","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL205SE5EDTA  2","2.0 TDI CR SE [150] 5dr DSG","Sat Aug 01 00:00:00 BST 2015","Mon Dec 31 00:00:00 GMT 2018","5","F","A","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL20SEZ5EDTM  2","2.0 TDI Ecomotive SE [EZ] 150 5dr","Tue Jul 03 00:00:00 BST 2018","","5","F","M","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL205SE5EDTM  2","2.0 TDI CR Ecomotive SE [150] 5dr","Sat Aug 01 00:00:00 BST 2015","Mon Dec 31 00:00:00 GMT 2018","5","F","M","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL20SZ 5EDTA  2","2.0 TDI S [EZ] 150 5dr DSG","Tue Jul 03 00:00:00 BST 2018","Fri Apr 19 00:00:00 BST 2019","5","F","A","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL20S5 5EDTA  2","2.0 TDI CR S [150] 5dr DSG","Sat Aug 01 00:00:00 BST 2015","Mon Dec 31 00:00:00 GMT 2018","5","F","A","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL20SZ 5EDTM  2","2.0 TDI Ecomotive S [EZ] 150 5dr","Tue Jul 03 00:00:00 BST 2018","Fri Apr 19 00:00:00 BST 2019","5","F","M","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL20FL15EDTA  2","2.0 TDI CR FR Line [184] 5dr DSG","Tue Dec 01 00:00:00 GMT 2015","Tue May 02 00:00:00 BST 2017","5","F","A","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL20FL15EDTM  2","2.0 TDI CR FR Line [184] 5dr","Tue Dec 01 00:00:00 GMT 2015","Tue May 02 00:00:00 BST 2017","5","F","M","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL20XL85EDTA  2","2.0 TDI CR Xcellence [184] 5dr DSG","Tue May 02 00:00:00 BST 2017","Thu May 10 00:00:00 BST 2018","5","F","A","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL20XL85EDTM  2","2.0 TDI CR Xcellence [184] 5dr","Tue May 02 00:00:00 BST 2017","Thu May 10 00:00:00 BST 2018","5","F","M","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL20SL85EDTA  2","2.0 TDI CR SE Lux [184] 5dr DSG","Sat Aug 01 00:00:00 BST 2015","Tue May 02 00:00:00 BST 2017","5","F","A","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL20SL85EDTM  2","2.0 TDI CR SE Lux [184] 5dr","Sat Aug 01 00:00:00 BST 2015","Tue May 02 00:00:00 BST 2017","5","F","M","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL20XE75EDTA  2","2.0 TDI Xcellence [EZ] 177 5dr DSG","Tue Jul 03 00:00:00 BST 2018","","5","F","A","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL20FRL5EDTA  2","2.0 TDI CR FR Line [150] 5dr DSG","Tue Dec 01 00:00:00 GMT 2015","Tue May 02 00:00:00 BST 2017","5","F","A","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL20FRL5EDTM  2","2.0 TDI CR Ecomotive FR Line [150] 5dr","Tue Dec 01 00:00:00 GMT 2015","Tue May 02 00:00:00 BST 2017","5","F","M","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL20XCZ5EDTA  2","2.0 TDI Xcellence [EZ] 150 5dr DSG","Tue Jul 03 00:00:00 BST 2018","","5","F","A","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL20XL55EDTA  2","2.0 TDI CR Xcellence [150] 5dr DSG","Tue May 02 00:00:00 BST 2017","Mon Dec 31 00:00:00 GMT 2018","5","F","A","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL20XCZ5EDTM  2","2.0 TDI Ecomotive Xcellence [EZ] 150 5dr","Tue Jul 03 00:00:00 BST 2018","","5","F","M","D","MPV"
"SEAT","ALHAMBRA","ALHAMBRA DIESEL ESTATE","SEAL20XL55EDTM  2","2.0 TDI CR Ecomotive Xcellence [150] 5dr","Tue May 02 00:00:00 BST 2017","Mon Dec 31 00:00:00 GMT 2018","5","F","M","D","MPV"
"BMW","6 SERIES","6 SERIES CONVERTIBLE","BM6S44SP92VPIA  1","650i [449] Sport 2dr Auto","Sun Mar 01 00:00:00 GMT 2015","Mon May 28 00:00:00 BST 2018","2","R","A","P","Sports"
"ALFA ROMEO","MITO","MITO HATCHBACK SPECIAL EDITION","ALMI09CLZ3HPTM","0.9 TB TwinAir 105 Collezione 3dr","Wed Jul 01 00:00:00 BST 2015","Sun May 01 00:00:00 BST 2016","3","F","M","P","Hatchback"
"ALFA ROMEO","MITO","MITO HATCHBACK SPECIAL EDITION","ALMI14CLZ3HPTA","1.4 TB MultiAir 140 Collezione 3dr TCT","Wed Jul 01 00:00:00 BST 2015","Sun May 01 00:00:00 BST 2016","3","F","A","P","Hatchback"
"KIA","SPORTAGE","SPORTAGE ESTATE","KISP161IS5EPIM  3","1.6 GDi ISG 1 5dr","Wed Jul 01 00:00:00 BST 2015","Mon Feb 01 00:00:00 GMT 2016","5","F","M","P","4x4"
"ASTON MARTIN","VANTAGE","V8 VANTAGE COUPE SPECIAL EDITIONS","ASVV47AMR2CPIA","AMR 2dr Sportshift II","Fri Apr 28 00:00:00 BST 2017","Sun Apr 01 00:00:00 BST 2018","2","R","A","P","Coupe"
