manufacturer,range,model,capcode,derivative,introduced,discontinued,doors,drivetrain,transmission,fueltype,bodystyle
"MERCEDES-BENZ","C CLASS","C CLASS AMG SALOON","MECC40C3A4SPTA  5","C63 4dr Auto","Sun Feb 01 00:00:00 GMT 2015","Fri Jun 01 00:00:00 BST 2018","4","R","A","P","Saloon"
"MERCEDES-BENZ","C CLASS","C CLASS AMG SALOON","MECC40C3P4SPTA  5","C63 Premium 4dr Auto","Sun Feb 01 00:00:00 GMT 2015","Fri Jun 01 00:00:00 BST 2018","4","R","A","P","Saloon"
"MERCEDES-BENZ","C CLASS","C CLASS AMG SALOON","MECC40C6S4SPTA  5","C63 S 4dr Auto","Sun Feb 01 00:00:00 GMT 2015","Fri Jun 01 00:00:00 BST 2018","4","R","A","P","Saloon"
"MERCEDES-BENZ","C CLASS","C CLASS AMG SALOON","MECC40SAP4SPTA  5","C63 S Premium 4dr Auto","Sun Feb 01 00:00:00 GMT 2015","Fri Jun 01 00:00:00 BST 2018","4","R","A","P","Saloon"
"MERCEDES-BENZ","C CLASS","C CLASS AMG ESTATE","MECC303CA5EPTA4 5","C43 4Matic 5dr Auto","Wed Jun 01 00:00:00 BST 2016","Fri Jun 01 00:00:00 BST 2018","5","4","A","P","Estate"
"MERCEDES-BENZ","C CLASS","C CLASS AMG ESTATE","MECC30ACP5EPTA4 5","C43 4Matic Premium Plus 5dr Auto","Wed Jun 01 00:00:00 BST 2016","Fri Jun 01 00:00:00 BST 2018","5","4","A","P","Estate"
"MERCEDES-BENZ","C CLASS","C CLASS AMG ESTATE","MECC303AP5EPTA4 5","C43 4Matic Premium 5dr Auto","Wed Jun 01 00:00:00 BST 2016","Fri Jun 01 00:00:00 BST 2018","5","4","A","P","Estate"
"MERCEDES-BENZ","C CLASS","C CLASS AMG ESTATE","MECC40SAP5EPTA  5","C63 S Premium 5dr Auto","Wed Apr 01 00:00:00 BST 2015","Fri Jun 01 00:00:00 BST 2018","5","R","A","P","Estate"
"MERCEDES-BENZ","C CLASS","C CLASS AMG ESTATE","MECC40C6S5EPTA  5","C63 S 5dr Auto","Wed Apr 01 00:00:00 BST 2015","Fri Jun 01 00:00:00 BST 2018","5","R","A","P","Estate"
"MERCEDES-BENZ","C CLASS","C CLASS AMG ESTATE","MECC40C3P5EPTA  5","C63 Premium 5dr Auto","Wed Apr 01 00:00:00 BST 2015","Fri Jun 01 00:00:00 BST 2018","5","R","A","P","Estate"
"MERCEDES-BENZ","C CLASS","C CLASS AMG ESTATE","MECC40C3A5EPTA  5","C63 5dr Auto","Wed Apr 01 00:00:00 BST 2015","Fri Jun 01 00:00:00 BST 2018","5","R","A","P","Estate"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC00EPS2CE A  2","60kW EQ Prime Premium Plus 17kWh 2dr Auto","Tue May 01 00:00:00 BST 2018","Fri Feb 01 00:00:00 GMT 2019","2","R","A","E","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC09PPP2CPTA  2","0.9 Turbo Prime Premium Plus 2dr Auto","Sat Aug 01 00:00:00 BST 2015","","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC09PRP2CPTA  2","0.9 Turbo Prime Premium 2dr Auto","Sat Aug 01 00:00:00 BST 2015","","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC09PR 2CPTA  2","0.9 Turbo Prime 2dr Auto","Sat Aug 01 00:00:00 BST 2015","","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC09PAP2CPTA  2","0.9 Turbo Passion Premium 2dr Auto","Sat Aug 01 00:00:00 BST 2015","Thu Aug 31 00:00:00 BST 2017","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC09PAS2CPTA  2","0.9 Turbo Passion 2dr Auto","Sat Aug 01 00:00:00 BST 2015","Fri Feb 01 00:00:00 GMT 2019","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC09BPP2CPTA  2","0.9 Turbo BRABUS Sport Premium Plus 2dr Auto","Thu Sep 01 00:00:00 BST 2016","Thu Aug 31 00:00:00 BST 2017","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC09BPP2CPTM  2","0.9 Turbo BRABUS Sport Premium Plus 2dr","Thu Sep 01 00:00:00 BST 2016","Thu Aug 31 00:00:00 BST 2017","2","R","M","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC09BSP2CPTA  2","0.9 Turbo BRABUS Sport Premium 2dr Auto","Thu Sep 01 00:00:00 BST 2016","Thu Aug 31 00:00:00 BST 2017","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC09BSP2CPTM  2","0.9 Turbo BRABUS Sport Premium 2dr","Thu Sep 01 00:00:00 BST 2016","Thu Aug 31 00:00:00 BST 2017","2","R","M","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC09BBS2CPTA  2","0.9 Turbo BRABUS Sport 2dr Auto","Thu Sep 01 00:00:00 BST 2016","Thu Aug 31 00:00:00 BST 2017","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC09BBS2CPTM  2","0.9 Turbo BRABUS Sport 2dr","Thu Sep 01 00:00:00 BST 2016","Thu Aug 31 00:00:00 BST 2017","2","R","M","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC00EPP2CE A  2","60kW EQ Prime Premium 17kWh 2dr Auto","Tue May 01 00:00:00 BST 2018","Fri Feb 01 00:00:00 GMT 2019","2","R","A","E","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC00PPP2CE A  2","60kW Electric Drive Prime Prem+ 17kWh 2dr Auto","Sat Jul 01 00:00:00 BST 2017","Tue May 01 00:00:00 BST 2018","2","R","A","E","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC00PRP2CE A  2","60kW Electric Drive Prime Premium 17kwH 2dr Auto","Sat Jul 01 00:00:00 BST 2017","Tue May 01 00:00:00 BST 2018","2","R","A","E","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC10PPL2CPIA  2","1.0 Proxy Premium Plus 2dr Auto","Sun Feb 01 00:00:00 GMT 2015","Wed Aug 31 00:00:00 BST 2016","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC10PXP2CPIA  2","1.0 Proxy Premium 2dr Auto","Sun Feb 01 00:00:00 GMT 2015","Wed Aug 31 00:00:00 BST 2016","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC00PR22CE A  2","60kW EQ Prime Premium 17kWh 2dr Auto [22kWCh]","Tue May 01 00:00:00 BST 2018","","2","R","A","E","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC00PP22CE A  2","60kW EQ Prime Prem Plus 17kWh 2dr Auto [22kWCh]","Tue May 01 00:00:00 BST 2018","","2","R","A","E","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC10PRX2CPIA  2","1.0 Proxy 2dr Auto","Sun Feb 01 00:00:00 GMT 2015","Wed Aug 31 00:00:00 BST 2016","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC10SPP2CPIA  2","1.0 Prime Sport Premium Plus 2dr Auto","Thu Sep 01 00:00:00 BST 2016","","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC10SPP2CPIM  2","1.0 Prime Sport Premium Plus 2dr","Thu Sep 01 00:00:00 BST 2016","","2","R","M","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC10PSP2CPIA  2","1.0 Prime Sport Premium 2dr Auto","Thu Sep 01 00:00:00 BST 2016","","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC10PSP2CPIM  2","1.0 Prime Sport Premium 2dr","Thu Sep 01 00:00:00 BST 2016","","2","R","M","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC10PRS2CPIA  2","1.0 Prime Sport 2dr Auto","Thu Sep 01 00:00:00 BST 2016","Thu Aug 31 00:00:00 BST 2017","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC10PRS2CPIM  2","1.0 Prime Sport 2dr","Thu Sep 01 00:00:00 BST 2016","Thu Aug 31 00:00:00 BST 2017","2","R","M","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC10PPP2CPIA  2","1.0 Prime Premium Plus 2dr Auto","Sun Feb 01 00:00:00 GMT 2015","","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC10PRP2CPIA  2","1.0 Prime Premium 2dr Auto","Sun Feb 01 00:00:00 GMT 2015","","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC10PR 2CPIA  2","1.0 Prime 2dr Auto","Sun Feb 01 00:00:00 GMT 2015","","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC10PAP2CPIA  2","1.0 Passion Premium 2dr Auto","Sun Feb 01 00:00:00 GMT 2015","Thu Aug 31 00:00:00 BST 2017","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC10PUR2CPIM  2","1.0 Pure 2dr","Sat Jul 01 00:00:00 BST 2017","Fri Aug 31 00:00:00 BST 2018","2","R","M","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC10PAS2CPIA  2","1.0 Passion 2dr Auto","Sun Feb 01 00:00:00 GMT 2015","Fri Feb 01 00:00:00 GMT 2019","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC09BXS2CPTA  2","0.9 Turbo 109 BRABUS Xclusive 2dr Auto","Sat Oct 01 00:00:00 BST 2016","Sun Jul 01 00:00:00 BST 2018","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC09PPB2CPTA  2","0.9 Turbo 109 BRABUS Premium Plus 2dr Auto","Sat Oct 01 00:00:00 BST 2016","Thu Aug 31 00:00:00 BST 2017","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC09BBP2CPTA  2","0.9 Turbo 109 BRABUS Premium 2dr Auto","Sat Oct 01 00:00:00 BST 2016","Thu Aug 31 00:00:00 BST 2017","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC09BRA2CPTA  2","0.9 Turbo 109 BRABUS 2dr Auto","Sat Oct 01 00:00:00 BST 2016","Thu Aug 31 00:00:00 BST 2017","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC09PPL2CPTA  2","0.9 Turbo Proxy Premium Plus 2dr Auto","Sat Aug 01 00:00:00 BST 2015","Wed Aug 31 00:00:00 BST 2016","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC09PXP2CPTA  2","0.9 Turbo Proxy Premium 2dr Auto","Sat Aug 01 00:00:00 BST 2015","Wed Aug 31 00:00:00 BST 2016","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC09PRX2CPTA  2","0.9 Turbo Proxy 2dr Auto","Sat Aug 01 00:00:00 BST 2015","Wed Aug 31 00:00:00 BST 2016","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC09SPP2CPTA  2","0.9 Turbo Prime Sport Premium Plus 2dr Auto","Thu Sep 01 00:00:00 BST 2016","","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC09SPP2CPTM  2","0.9 Turbo Prime Sport Premium Plus 2dr","Thu Sep 01 00:00:00 BST 2016","","2","R","M","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC09PSP2CPTA  2","0.9 Turbo Prime Sport Premium 2dr Auto","Thu Sep 01 00:00:00 BST 2016","","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC09PSP2CPTM  2","0.9 Turbo Prime Sport Premium 2dr","Thu Sep 01 00:00:00 BST 2016","","2","R","M","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC09PRS2CPTA  2","0.9 Turbo Prime Sport 2dr Auto","Thu Sep 01 00:00:00 BST 2016","Thu Aug 31 00:00:00 BST 2017","2","R","A","P","City-Car"
"SMART","FORTWO COUPE","FORTWO COUPE","SMFC09PRS2CPTM  2","0.9 Turbo Prime Sport 2dr","Thu Sep 01 00:00:00 BST 2016","Thu Aug 31 00:00:00 BST 2017","2","R","M","P","City-Car"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF10PRS5HPIM  1","1.0 Prime Sport 5dr","Thu Sep 01 00:00:00 BST 2016","Thu Aug 31 00:00:00 BST 2017","5","R","M","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF09PAS5HPTA  1","0.9 Turbo Passion 5dr Auto","Thu Oct 01 00:00:00 BST 2015","Fri Feb 01 00:00:00 GMT 2019","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF09PAP5HPTA  1","0.9 Turbo Passion Premium 5dr Auto","Thu Oct 01 00:00:00 BST 2015","Thu Aug 31 00:00:00 BST 2017","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF09PR 5HPTA  1","0.9 Turbo Prime 5dr Auto","Thu Oct 01 00:00:00 BST 2015","","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF09PRP5HPTA  1","0.9 Turbo Prime Premium 5dr Auto","Thu Oct 01 00:00:00 BST 2015","","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF09PPP5HPTA  1","0.9 Turbo Prime Premium Plus 5dr Auto","Thu Oct 01 00:00:00 BST 2015","","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF09PRX5HPTA  1","0.9 Turbo Proxy 5dr Auto","Thu Oct 01 00:00:00 BST 2015","Mon Jan 09 00:00:00 GMT 2017","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF09PXP5HPTA  1","0.9 Turbo Proxy Premium 5dr Auto","Thu Oct 01 00:00:00 BST 2015","Mon Jan 09 00:00:00 GMT 2017","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF09PPL5HPTA  1","0.9 Turbo Proxy Premium Plus 5dr Auto","Thu Oct 01 00:00:00 BST 2015","Mon Jan 09 00:00:00 GMT 2017","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF09PRS5HPTM  1","0.9 Turbo Prime Sport 5dr","Thu Sep 01 00:00:00 BST 2016","Thu Aug 31 00:00:00 BST 2017","5","R","M","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF09PRS5HPTA  1","0.9 Turbo Prime Sport 5dr Auto","Thu Sep 01 00:00:00 BST 2016","Thu Aug 31 00:00:00 BST 2017","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF09PSP5HPTM  1","0.9 Turbo Prime Sport Premium 5dr","Thu Sep 01 00:00:00 BST 2016","Fri Feb 01 00:00:00 GMT 2019","5","R","M","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF09PSP5HPTA  1","0.9 Turbo Prime Sport Premium 5dr Auto","Thu Sep 01 00:00:00 BST 2016","Fri Feb 01 00:00:00 GMT 2019","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF09SPP5HPTM  1","0.9 Turbo Prime Sport Premium Plus 5dr","Thu Sep 01 00:00:00 BST 2016","Fri Feb 01 00:00:00 GMT 2019","5","R","M","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF09SPP5HPTA  1","0.9 Turbo Prime Sport Premium Plus 5dr Auto","Thu Sep 01 00:00:00 BST 2016","Fri Feb 01 00:00:00 GMT 2019","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF09BBS5HPTM  1","0.9 Turbo BRABUS Sport 5dr","Thu Sep 01 00:00:00 BST 2016","Thu Aug 31 00:00:00 BST 2017","5","R","M","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF09BBS5HPTA  1","0.9 Turbo BRABUS Sport 5dr Auto","Thu Sep 01 00:00:00 BST 2016","Thu Aug 31 00:00:00 BST 2017","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF09BSP5HPTM  1","0.9 Turbo BRABUS Sport Premium 5dr","Thu Sep 01 00:00:00 BST 2016","Thu Aug 31 00:00:00 BST 2017","5","R","M","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF09BSP5HPTA  1","0.9 Turbo BRABUS Sport Premium 5dr Auto","Thu Sep 01 00:00:00 BST 2016","Thu Aug 31 00:00:00 BST 2017","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF09BPP5HPTM  1","0.9 Turbo BRABUS Sport Premium Plus 5dr","Thu Sep 01 00:00:00 BST 2016","Thu Aug 31 00:00:00 BST 2017","5","R","M","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF09BPP5HPTA  1","0.9 Turbo BRABUS Sport Premium Plus 5dr Auto","Thu Sep 01 00:00:00 BST 2016","Thu Aug 31 00:00:00 BST 2017","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF09BRA5HPTA  1","0.9 Turbo 109 BRABUS 5dr Auto","Sat Oct 01 00:00:00 BST 2016","Sat Jul 01 00:00:00 BST 2017","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF09BBP5HPTA  1","0.9 Turbo 109 BRABUS Premium 5dr Auto","Sat Oct 01 00:00:00 BST 2016","Sat Jul 01 00:00:00 BST 2017","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF09PPB5HPTA  1","0.9 Turbo 109 BRABUS Premium Plus 5dr Auto","Sat Oct 01 00:00:00 BST 2016","Sat Jul 01 00:00:00 BST 2017","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF09BXS5HPTA  1","0.9 Turbo 109 BRABUS Xclusive 5dr Auto","Sat Oct 01 00:00:00 BST 2016","Sun Jul 01 00:00:00 BST 2018","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF10PUR5HPIM  1","1.0 Pure 5dr","Sat Jul 01 00:00:00 BST 2017","Fri Aug 31 00:00:00 BST 2018","5","R","M","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF10PAS5HPIA  1","1.0 Passion 5dr Auto","Wed Jul 01 00:00:00 BST 2015","Fri Feb 01 00:00:00 GMT 2019","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF10PAP5HPIA  1","1.0 Passion Premium 5dr Auto","Wed Jul 01 00:00:00 BST 2015","Thu Aug 31 00:00:00 BST 2017","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF10PR 5HPIA  1","1.0 Prime 5dr Auto","Wed Jul 01 00:00:00 BST 2015","","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF10PRP5HPIA  1","1.0 Prime Premium 5dr Auto","Wed Jul 01 00:00:00 BST 2015","","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF10PPP5HPIA  1","1.0 Prime Premium Plus 5dr Auto","Wed Jul 01 00:00:00 BST 2015","","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF10PRX5HPIA  1","1.0 Proxy 5dr Auto","Wed Jul 01 00:00:00 BST 2015","Mon Jan 09 00:00:00 GMT 2017","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF10PXP5HPIA  1","1.0 Proxy Premium 5dr Auto","Wed Jul 01 00:00:00 BST 2015","Mon Jan 09 00:00:00 GMT 2017","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF10PPL5HPIA  1","1.0 Proxy Premium Plus 5dr Auto","Wed Jul 01 00:00:00 BST 2015","Mon Jan 09 00:00:00 GMT 2017","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF10PRS5HPIA  1","1.0 Prime Sport 5dr Auto","Thu Sep 01 00:00:00 BST 2016","Thu Aug 31 00:00:00 BST 2017","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF10PSP5HPIM  1","1.0 Prime Sport Premium 5dr","Thu Sep 01 00:00:00 BST 2016","Fri Feb 01 00:00:00 GMT 2019","5","R","M","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF10PSP5HPIA  1","1.0 Prime Sport Premium 5dr Auto","Thu Sep 01 00:00:00 BST 2016","Fri Feb 01 00:00:00 GMT 2019","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF10SPP5HPIM  1","1.0 Prime Sport Premium Plus 5dr","Thu Sep 01 00:00:00 BST 2016","Fri Feb 01 00:00:00 GMT 2019","5","R","M","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF10SPP5HPIA  1","1.0 Prime Sport Premium Plus 5dr Auto","Thu Sep 01 00:00:00 BST 2016","Fri Feb 01 00:00:00 GMT 2019","5","R","A","P","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF00PRP5HE A  1","60kW Electric Drive Prime Premium 17kWh 5dr Auto","Sat Jul 01 00:00:00 BST 2017","Tue May 01 00:00:00 BST 2018","5","R","A","E","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF00PPP5HE A  1","60kW Electric Drive Prime Prem+ 17kWh 5dr Auto","Sat Jul 01 00:00:00 BST 2017","Tue May 01 00:00:00 BST 2018","5","R","A","E","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF00EPP5HE A  1","60kW EQ Prime Premium 5dr Auto 17kWh","Tue May 01 00:00:00 BST 2018","Fri Feb 01 00:00:00 GMT 2019","5","R","A","E","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF00EPS5HE A  1","60kW EQ Prime Premium Plus 17kWh 5dr Auto","Tue May 01 00:00:00 BST 2018","Fri Feb 01 00:00:00 GMT 2019","5","R","A","E","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF00PR25HE A  1","60kW EQ Prime Premium 17kWh 5dr Auto [22kWCh]","Tue May 01 00:00:00 BST 2018","","5","R","A","E","Hatchback"
"SMART","FORFOUR HATCHBACK","FORFOUR HATCHBACK","SMFF00PP25HE A  1","60kW EQ Prime Prem Plus 17kWh 5dr Auto [22kWCh]","Tue May 01 00:00:00 BST 2018","","5","R","A","E","Hatchback"
"BMW","ALPINA","ALPINA DIESEL CONVERTIBLE","BMAL30D4 2VDTA","D4 3.0 Bi Turbo 2dr Switch-Tronic","Sun Mar 01 00:00:00 GMT 2015","Sun Jul 01 00:00:00 BST 2018","2","R","A","D","Sports"
"SKODA","FABIA","FABIA HATCHBACK","SKFB10SL15HPTA  3","1.0 TSI 110 SE L 5dr DSG","Mon May 29 00:00:00 BST 2017","Sun Jul 29 00:00:00 BST 2018","5","F","A","P","Hatchback"
"SKODA","FABIA","FABIA HATCHBACK","SKFB10M1C5HPTM  3","1.0 TSI 110 Monte Carlo 5dr","Mon May 29 00:00:00 BST 2017","Sun Jul 29 00:00:00 BST 2018","5","F","M","P","Hatchback"
"SKODA","FABIA","FABIA HATCHBACK","SKFB10M1C5HPTA  3","1.0 TSI 110 Monte Carlo 5dr DSG","Mon May 29 00:00:00 BST 2017","Sun Jul 29 00:00:00 BST 2018","5","F","A","P","Hatchback"
"SKODA","FABIA","FABIA HATCHBACK","SKFB1010S5HPTA  3","1.0 TSI 110 SE 5dr DSG","Mon May 29 00:00:00 BST 2017","Sun Jul 29 00:00:00 BST 2018","5","F","A","P","Hatchback"
"SKODA","FABIA","FABIA HATCHBACK","SKFB10SEL5HPTM  3","1.0 TSI SE L 5dr","Mon May 29 00:00:00 BST 2017","Sun Jul 29 00:00:00 BST 2018","5","F","M","P","Hatchback"
"SKODA","FABIA","FABIA HATCHBACK","SKFB10MC 5HPTM  3","1.0 TSI Monte Carlo 5dr","Mon May 29 00:00:00 BST 2017","Sun Jul 29 00:00:00 BST 2018","5","F","M","P","Hatchback"
"SKODA","FABIA","FABIA HATCHBACK","SKFB1010S5HPTM  3","1.0 TSI 110 SE 5dr","Mon May 29 00:00:00 BST 2017","Sun Jul 29 00:00:00 BST 2018","5","F","M","P","Hatchback"
"SKODA","FABIA","FABIA HATCHBACK","SKFB10SL15HPTM  3","1.0 TSI 110 SE L 5dr","Mon May 29 00:00:00 BST 2017","Sun Jul 29 00:00:00 BST 2018","5","F","M","P","Hatchback"
"SKODA","FABIA","FABIA HATCHBACK","SKFB12M1C5HPTA  3","1.2 TSI Monte Carlo 5dr DSG","Fri Jul 03 00:00:00 BST 2015","Mon May 29 00:00:00 BST 2017","5","F","A","P","Hatchback"
"SKODA","FABIA","FABIA HATCHBACK","SKFB12M1C5HPTM  3","1.2 TSI Monte Carlo 5dr","Fri Jul 03 00:00:00 BST 2015","Mon May 29 00:00:00 BST 2017","5","F","M","P","Hatchback"
"SKODA","FABIA","FABIA HATCHBACK","SKFB12MC 5HPTM  3","1.2 TSI 90 Monte Carlo 5dr","Fri Jul 03 00:00:00 BST 2015","Mon May 29 00:00:00 BST 2017","5","F","M","P","Hatchback"
"SKODA","FABIA","FABIA HATCHBACK","SKFB10SP 5HPIM  3","1.0 MPI 60 S Plus 5dr","Mon Jan 08 00:00:00 GMT 2018","Sun Jul 29 00:00:00 BST 2018","5","F","M","P","Hatchback"
"SKODA","FABIA","FABIA HATCHBACK","SKFB10MC 5HPIM  3","1.0 MPI Monte Carlo 5dr","Fri Jul 03 00:00:00 BST 2015","Fri Apr 15 00:00:00 BST 2016","5","F","M","P","Hatchback"
"SKODA","FABIA","FABIA HATCHBACK","SKFB10S  5HPTM  3","1.0 TSI S 5dr","Mon May 29 00:00:00 BST 2017","Sun Jul 29 00:00:00 BST 2018","5","F","M","P","Hatchback"
"SKODA","FABIA","FABIA HATCHBACK","SKFB10SE 5HPTM  3","1.0 TSI SE 5dr","Mon May 29 00:00:00 BST 2017","Sun Jul 29 00:00:00 BST 2018","5","F","M","P","Hatchback"
"SKODA","FABIA","FABIA DIESEL HATCHBACK","SKFB14MC 5HDTM  3","1.4 TDI Monte Carlo 5dr","Fri Jul 03 00:00:00 BST 2015","Sun Jul 29 00:00:00 BST 2018","5","F","M","D","Hatchback"
